id,D_H,EC,EO,VE,PH,WA,NF,GLR,VC,TDS,TRS,TWS
2772,-0.014728198,-0.0024110677,0.000397785,-0.103973985,0.00086808053,-0.13293341,0.00018259246,0.07725851,-0.005867505,-0.0034737298,-0.024050668,-0.049979206
2563,-0.024077838,-0.0018704776,0.0022629737,0.005363421,-0.014541489,-0.0046437555,0.00029227763,0.040800504,-0.013654094,-0.0027338848,-0.03285109,-0.04312851
651,0.0025747763,-0.004155255,0.0043637464,-0.02137322,0.00026166392,0.0008526971,-5.9659324e-05,-0.069126874,-0.0047726473,-0.0050829677,-0.0007090166,0.16600633
808,0.010497487,-0.0044845906,-0.010644279,0.0103963865,-0.007579647,0.0108843325,0.0013192554,0.044159073,-0.0012962947,0.011494928,-0.02738781,-0.031729363
2950,0.015602526,-0.014847621,0.0024013221,0.014407395,0.0028387373,0.0059204735,0.0010359655,0.13413034,-0.00011895737,-0.0025214464,-0.035122797,-0.03378457
2533,-0.007442998,-0.0050760955,0.0026697023,-0.04243396,-0.00076031504,-0.0044252123,-0.00036219045,-0.1537866,0.0067316745,-0.009339637,-0.019836374,-0.038931556
763,-0.012507289,0.0038117287,0.002253153,0.022319557,0.0019015047,0.0010039228,0.0005911116,0.05590967,-0.0011801895,0.02588527,-0.024709253,0.045552228
2552,-0.0045597493,-0.012467943,0.0009914911,0.0375019,0.0026059821,0.0037681079,0.0003991434,0.17372917,-0.01026552,-0.0023349856,-0.020021278,-0.034110054
485,0.005282649,-0.0057812887,0.003859487,-0.025101583,-0.0007414041,-0.0029727726,0.00059621665,-0.1256248,0.025179321,-0.009079361,-0.033607543,-0.034080144
1874,-0.0019191315,0.0040249224,0.004086125,0.02453147,0.0018808421,0.017609935,0.0005124299,0.12735447,0.003967103,-0.0023247013,-0.043227114,0.020264495
2472,0.04301338,-0.005061799,-0.0044938754,0.03062388,0.0021448506,0.015548755,-0.0030589956,0.15645602,0.007064452,-0.0023351384,0.06357113,0.03571041
1568,0.012949752,-0.015392743,-0.013137258,-0.012313559,0.0038365205,0.008096402,-0.003297279,0.059002504,-0.010190032,-0.0030282019,-0.043486036,-0.027402239
3226,0.004802915,0.004453947,0.0039757867,-0.02149423,0.000857541,-0.016414048,-0.0041067256,-0.061038114,0.010624638,-0.007899375,0.08403497,0.18497296
2522,0.00073506165,-0.0113086505,0.005639343,-0.015661541,-0.00060610747,0.00026856983,-0.0014887854,-0.052496742,-0.0041495822,-0.0061104232,-0.02192427,-0.0264513
3530,-0.0009592715,-0.00864451,-0.010741107,-0.023505522,0.00012267119,0.0029079274,0.0004070114,-0.08197702,-0.006501947,-0.0068573738,0.015146556,0.1268005
2797,-0.013036257,-0.0004276515,0.0027449676,0.018608654,0.017238015,-0.018037044,0.00012288456,-0.032985553,-0.013399641,-0.004833024,-0.012937774,-0.035702296
80,-0.008376868,0.0065936996,0.0007521162,0.048759867,0.0024349496,-0.0006260943,0.0011682765,0.15673608,-0.019927308,-0.0031364046,0.028550839,-0.047933716
2511,0.024868552,-0.0016149122,0.005447921,-0.028620772,-0.006290352,0.01608505,-0.0008319583,-0.053201433,-0.0096191475,-0.0056244177,-0.014850227,-0.028601347
319,-0.0109060295,0.0027910965,0.0020897307,0.0292139,-0.0013637985,-0.0055843755,0.001837986,0.10093279,-0.0023777406,0.037911937,0.053394165,0.11514133
